Warona Klaas | operation insert count 0 | operation find count = 15
Rethabile Ngobeni | operation insert count 11 | operation find count = 19
Likuwe Mohlala | operation insert count 13 | operation find count = 25
Ofentse Nkosi | operation insert count 12 | operation find count = 21
Khayone Baloyi | operation insert count 12 | operation find count = 21
Lisakhanya Khumalo | operation insert count 12 | operation find count = 23
Lebogang Nkuna | operation insert count 12 | operation find count = 23
Bandile Mahlangu | operation insert count 8 | operation find count = 15
Olothando Modise | operation insert count 11 | operation find count = 23
Lisakhanya Mnisi | operation insert count 9 | operation find count = 17
Tshegofatso Booi | operation insert count 12 | operation find count = 23
Joshua Booi | operation insert count 11 | operation find count = 23
Bokamoso Louw | operation insert count 10 | operation find count = 19
Lisakhanya Williams | operation insert count 11 | operation find count = 19
Banele Baloyi | operation insert count 10 | operation find count = 19
Lethokuhle Maluleke | operation insert count 11 | operation find count = 17
Thato Khumalo | operation insert count 12 | operation find count = 25
Alunamda Dlamini | operation insert count 11 | operation find count = 23
Olothando Nkosi | operation insert count 12 | operation find count = 19
Lingomso Mosia | operation insert count 12 | operation find count = 21
Olothando Mathebula | operation insert count 10 | operation find count = 21
Othalive Madikizela | operation insert count 9 | operation find count = 11
Kungawo Maluleke | operation insert count 9 | operation find count = 21
Letlotlo Baloyi | operation insert count 11 | operation find count = 21
Likuwe Abrahams | operation insert count 11 | operation find count = 23
Kamogelo Baloyi | operation insert count 11 | operation find count = 23
Bonolo Mathebula | operation insert count 11 | operation find count = 21
Lesedi Radebe | operation insert count 11 | operation find count = 23
Siphesihle Nhlapo | operation insert count 12 | operation find count = 25
Reatlegile Mofokeng | operation insert count 12 | operation find count = 25
Othalive Motaung | operation insert count 11 | operation find count = 17
Naledi Mosia | operation insert count 13 | operation find count = 23
Ayabonga Malatji | operation insert count 12 | operation find count = 21
Blessing Louw | operation insert count 10 | operation find count = 19
Olerato Modise | operation insert count 11 | operation find count = 19
Bokamoso Booi | operation insert count 10 | operation find count = 19
Luphawu Dyantyi | operation insert count 12 | operation find count = 21
Siphesihle Jacobs | operation insert count 11 | operation find count = 23
Hlelokuhle Modise | operation insert count 12 | operation find count = 23
Reatlegile Khumalo | operation insert count 12 | operation find count = 23
Okuhle Buthelezi | operation insert count 8 | operation find count = 13
Lethabo Moloi | operation insert count 13 | operation find count = 25
Karabo Ndlovu | operation insert count 13 | operation find count = 23
Remofilwe Mogale | operation insert count 13 | operation find count = 25
Blessing Mathebula | operation insert count 12 | operation find count = 21
Lwandle Ndlovu | operation insert count 11 | operation find count = 19
Lesedi Booi | operation insert count 13 | operation find count = 25
Luphawu Tshabalala | operation insert count 11 | operation find count = 19
Caleb Ndou | operation insert count 10 | operation find count = 21
Enzokuhle Molefe | operation insert count 10 | operation find count = 21
Mpho Mahlangu | operation insert count 11 | operation find count = 21
Rethabile Olyn | operation insert count 11 | operation find count = 19
Katlego Gumede | operation insert count 10 | operation find count = 15
Ofentse Moeng | operation insert count 12 | operation find count = 23
Oratile Malatji | operation insert count 11 | operation find count = 19
Emihle Mogale | operation insert count 10 | operation find count = 21
Noah Dyantyi | operation insert count 11 | operation find count = 23
Ofentse Adams | operation insert count 11 | operation find count = 23
Liam Mohlala | operation insert count 13 | operation find count = 23
Mia Petersen | operation insert count 10 | operation find count = 21
Esihle Baloyi | operation insert count 11 | operation find count = 21
Lingomso Nkosi | operation insert count 11 | operation find count = 21
Thato Mahlangu | operation insert count 12 | operation find count = 19
Katleho Mofokeng | operation insert count 10 | operation find count = 17
Nkosenhle Molefe | operation insert count 11 | operation find count = 23
Philasande Buthelezi | operation insert count 12 | operation find count = 21
Amahle Klaas | operation insert count 11 | operation find count = 23
Lebogang Nkosi | operation insert count 11 | operation find count = 19
Banele Nhlapo | operation insert count 12 | operation find count = 25
Relebohile Gumede | operation insert count 12 | operation find count = 23
Amogelang Madikizela | operation insert count 10 | operation find count = 19
Likuwe Nkosi | operation insert count 10 | operation find count = 21
Luphawu Malatji | operation insert count 12 | operation find count = 25
Oratilwe Abrahams | operation insert count 12 | operation find count = 21
Bokamoso Radebe | operation insert count 6 | operation find count = 21
Blessing Ngobeni | operation insert count 11 | operation find count = 19
Siphosethu Klaas | operation insert count 11 | operation find count = 23
Likuwe Van | operation insert count 12 | operation find count = 25
Esihle Jack | operation insert count 12 | operation find count = 25
Faith Dlamini | operation insert count 12 | operation find count = 25
Reneilwe Mudau | operation insert count 11 | operation find count = 21
Omphile Nkosi | operation insert count 11 | operation find count = 23
Nkosenhle Tshabalala | operation insert count 11 | operation find count = 23
Iminathi Tsotetsi | operation insert count 13 | operation find count = 21
Oratile Mathebula | operation insert count 11 | operation find count = 21
Reneilwe Mkhize | operation insert count 12 | operation find count = 25
Liam Ngcobo | operation insert count 10 | operation find count = 21
Amahle Molefe | operation insert count 12 | operation find count = 19
Joshua Daniels | operation insert count 12 | operation find count = 23
Kamogelo Modise | operation insert count 8 | operation find count = 13
Olothando Khoza | operation insert count 12 | operation find count = 21
Omphile Van | operation insert count 8 | operation find count = 17
Kamogelo Maluleke | operation insert count 11 | operation find count = 23
Siphesihle Buthelezi | operation insert count 11 | operation find count = 23
Amogelang Daniels | operation insert count 13 | operation find count = 25
Mia Booysen | operation insert count 12 | operation find count = 21
Lesedi Molefe | operation insert count 12 | operation find count = 23
Karabo Ndou | operation insert count 11 | operation find count = 21
Sphesihle Mudau | operation insert count 10 | operation find count = 17
Enzokuhle Ngwenya | operation insert count 11 | operation find count = 19
Reneilwe Van | operation insert count 10 | operation find count = 21
Omaatla Ngwenya | operation insert count 12 | operation find count = 21
Omaatla Van | operation insert count 10 | operation find count = 21
Lubanzi Modise | operation insert count 12 | operation find count = 19
Omolemo Baloyi | operation insert count 11 | operation find count = 19
Kamogelo Ndou | operation insert count 9 | operation find count = 17
Bokang Mahlangu | operation insert count 12 | operation find count = 23
Sphesihle Ndlovu | operation insert count 11 | operation find count = 23
Alunamda Nhlapo | operation insert count 13 | operation find count = 25
Rethabile Maseko | operation insert count 12 | operation find count = 25
Phenyo Sithole | operation insert count 10 | operation find count = 15
Nkosenhle Malatji | operation insert count 12 | operation find count = 25
Liam Witbooi | operation insert count 12 | operation find count = 23
Kamogelo Nkuna | operation insert count 12 | operation find count = 23
Letlotlo Witbooi | operation insert count 12 | operation find count = 25
Warona Moloi | operation insert count 12 | operation find count = 21
Philasande Buthelezi | operation insert count 13 | operation find count = 25
Lwandle Molefe | operation insert count 10 | operation find count = 19
Kamohelo Mkhize | operation insert count 12 | operation find count = 21
Omphile Jack | operation insert count 10 | operation find count = 21
Joshua Daniels | operation insert count 12 | operation find count = 23
