Okuhle Booysen | operation insert count 0 | operation find count = 5
Kungawo Booysen | operation insert count 10 | operation find count = 19
Liam Visagie | operation insert count 12 | operation find count = 23
Amogelang Louw | operation insert count 13 | operation find count = 27
Karabo Petersen | operation insert count 13 | operation find count = 23
Melokuhle Gumede | operation insert count 11 | operation find count = 21
Oratilwe Adams | operation insert count 10 | operation find count = 23
Melokuhle Mthembu | operation insert count 13 | operation find count = 25
Omphile Smith | operation insert count 13 | operation find count = 21
Lisakhanya Motloung | operation insert count 13 | operation find count = 23
Melokuhle Gumede | operation insert count 11 | operation find count = 23
Esihle Gumede | operation insert count 12 | operation find count = 19
Bonolo Smith | operation insert count 11 | operation find count = 21
Luke Malatji | operation insert count 12 | operation find count = 25
Othalive Booysen | operation insert count 10 | operation find count = 13
Olothando Mathebula | operation insert count 10 | operation find count = 21
Emihle Moloi | operation insert count 12 | operation find count = 23
Khayone Mogale | operation insert count 14 | operation find count = 25
Relebohile Madikizela | operation insert count 12 | operation find count = 21
Lingomso Van | operation insert count 12 | operation find count = 25
Alunamda Abrahams | operation insert count 13 | operation find count = 23
Emihle Buthelezi | operation insert count 10 | operation find count = 23
Likuwe Van | operation insert count 12 | operation find count = 21
Iminathi Tshabalala | operation insert count 11 | operation find count = 19
Aphelele Moloi | operation insert count 13 | operation find count = 23
Lethabo Tsotetsi | operation insert count 14 | operation find count = 27
Tshegofatso Jack | operation insert count 9 | operation find count = 15
Liam Malatji | operation insert count 10 | operation find count = 21
Sphesihle Klaas | operation insert count 13 | operation find count = 27
Katleho Mkhize | operation insert count 11 | operation find count = 19
Khayone Jacobs | operation insert count 11 | operation find count = 21
Blessing Mogale | operation insert count 12 | operation find count = 21
Alunamda Dyantyi | operation insert count 11 | operation find count = 23
Omolemo Mathebula | operation insert count 12 | operation find count = 19
Kungawo Maseko | operation insert count 11 | operation find count = 23
Melokuhle Baloyi | operation insert count 11 | operation find count = 19
Amogelang Louw | operation insert count 14 | operation find count = 25
Lesedi Daniels | operation insert count 12 | operation find count = 21
Philasande Booysen | operation insert count 11 | operation find count = 21
Katleho Mnisi | operation insert count 11 | operation find count = 19
Ayabonga Mthembu | operation insert count 12 | operation find count = 21
Karabo Madikizela | operation insert count 10 | operation find count = 21
Relebohile Mathebula | operation insert count 12 | operation find count = 19
Bokang Mofokeng | operation insert count 12 | operation find count = 23
Melokuhle Louw | operation insert count 11 | operation find count = 19
Bokang Ngobeni | operation insert count 12 | operation find count = 27
Lisakhanya Mathebula | operation insert count 12 | operation find count = 25
Olerato Ngobeni | operation insert count 12 | operation find count = 27
Lethabo Smith | operation insert count 13 | operation find count = 21
Iminathi Madikizela | operation insert count 13 | operation find count = 23
Likuwe Van | operation insert count 13 | operation find count = 25
Melokuhle Daniels | operation insert count 11 | operation find count = 21
Lwandle Ndlovu | operation insert count 13 | operation find count = 23
Esihle Mnisi | operation insert count 12 | operation find count = 19
Ava Mahlangu | operation insert count 9 | operation find count = 13
Thato Madikizela | operation insert count 14 | operation find count = 21
Omaatla Ngcobo | operation insert count 11 | operation find count = 25
Lingomso Maseko | operation insert count 12 | operation find count = 23
Lesedi Radebe | operation insert count 12 | operation find count = 23
Amohelang Mosia | operation insert count 11 | operation find count = 21
Khayone Baloyi | operation insert count 11 | operation find count = 21
Ava Petersen | operation insert count 8 | operation find count = 15
Mpho Chauke | operation insert count 11 | operation find count = 21
Junior Ngwenya | operation insert count 11 | operation find count = 17
Asemahle Ngcobo | operation insert count 11 | operation find count = 23
Lethokuhle Visagie | operation insert count 13 | operation find count = 23
Sphesihle Madikizela | operation insert count 13 | operation find count = 25
Siphesihle Visagie | operation insert count 6 | operation find count = 19
Lebogang Williams | operation insert count 9 | operation find count = 17
Katlego Mahlangu | operation insert count 7 | operation find count = 11
Thato Nkuna | operation insert count 11 | operation find count = 21
Oratilwe Petersen | operation insert count 14 | operation find count = 23
Alunamda Ndlovu | operation insert count 13 | operation find count = 23
Luthando Motaung | operation insert count 13 | operation find count = 19
Remofilwe Jack | operation insert count 10 | operation find count = 17
Amogelang Madikizela | operation insert count 11 | operation find count = 23
Onthatile Mofokeng | operation insert count 11 | operation find count = 21
Thato Mthembu | operation insert count 7 | operation find count = 19
Reatlegile Booi | operation insert count 5 | operation find count = 13
Mia Shabangu | operation insert count 10 | operation find count = 15
Tshegofatso Jacobs | operation insert count 13 | operation find count = 21
Esihle Ndou | operation insert count 5 | operation find count = 3
Siphesihle Radebe | operation insert count 12 | operation find count = 19
Lingomso Beukes | operation insert count 11 | operation find count = 25
Lisakhanya Booysen | operation insert count 11 | operation find count = 19
Luphawu Motaung | operation insert count 12 | operation find count = 23
Luthando Peter | operation insert count 12 | operation find count = 23
Lwandle Mudau | operation insert count 10 | operation find count = 23
Emihle Khoza | operation insert count 11 | operation find count = 15
Enzokuhle Hendricks | operation insert count 11 | operation find count = 25
Lethokuhle Louw | operation insert count 12 | operation find count = 21
Emihle Jacobs | operation insert count 10 | operation find count = 21
Kungawo Motaung | operation insert count 12 | operation find count = 21
Asemahle Daniels | operation insert count 9 | operation find count = 19
Asemahle Mokoena | operation insert count 13 | operation find count = 23
Noah Tshabalala | operation insert count 12 | operation find count = 21
Blessing Ngcobo | operation insert count 11 | operation find count = 25
Reneilwe Motaung | operation insert count 12 | operation find count = 25
Luke Mahlangu | operation insert count 9 | operation find count = 17
Enzokuhle Tshabalala | operation insert count 11 | operation find count = 17
Lubanzi Mahlangu | operation insert count 13 | operation find count = 23
Oratilwe Radebe | operation insert count 12 | operation find count = 19
Enzokuhle Gumede | operation insert count 9 | operation find count = 21
Minenhle Mokoena | operation insert count 12 | operation find count = 25
Bandile Ndlovu | operation insert count 12 | operation find count = 25
Reatlegile Modise | operation insert count 12 | operation find count = 25
Khayone Maluleke | operation insert count 13 | operation find count = 25
Omaatla Baloyi | operation insert count 2 | operation find count = 9
Caleb Mahlangu | operation insert count 13 | operation find count = 25
Bayanda Mathebula | operation insert count 13 | operation find count = 27
Ava Nkuna | operation insert count 13 | operation find count = 21
Likuwe Williams | operation insert count 7 | operation find count = 11
Alwande Ngcobo | operation insert count 13 | operation find count = 27
Siphesihle Buthelezi | operation insert count 11 | operation find count = 23
Oratilwe Ngwenya | operation insert count 12 | operation find count = 25
Leano Khoza | operation insert count 9 | operation find count = 21
